,ba138,ce140,ce142,ce144,cs133,cs135,cs137,la139,mo100,mo95,mo97,mo98,nd143,nd144,nd145,nd146,pd104,pd105,pd106,pr141,pu239,pu240,pu241,pu242,rb87,rh103,ru101,ru102,ru104,sr88,sr90,tc99,total,u234,u235,u236,u238,xe131,xe132,xe134,xe136,y89,zr91,zr92,zr93,zr94
2.592e+03,1.78,1.651,1.524,,1.775,0.6407,1.4369999999999998,1.682,1.715,1.659,1.584,1.564,1.443,1.494,1.003,0.8161,,0.4488,,1.534,10.69,1.31,0.3283,0.027760000000000003,,0.9533,1.43,1.2670000000000001,0.708,0.8573,1.178,1.62,4229.0,,92.81,5.438,4063.0,,1.2670000000000001,2.109,2.891,1.138,1.421,1.4869999999999999,1.5919999999999999,1.636
